addr_ctpv_nm,stand_seat_cnt,nation_yn,row_num,base_ymd,fmng_dept_nm,faci_stat_nm,faci_mng_type_cd,fmng_type_gb_nm,reg_dt,fmng_cpb_nm,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,faci_cd_hash,fmng_cp_nm,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_mng_user_telno,faci_nm,faci_road_addr,cp_ymd,atnm_chk_yn,fcob_nm,faci_addr,stand_cpt_psn_cnt,ssm_dsn_yn
"경기도","","N",61,"","","정상운영","자체운영        ","지자체","2017-12-18","화성시","실외","37.2160401065","","","WVztsfHqh5TQWC3VmQEffBSmkNyiyNihSFC0xus8Idg=","경기도","테니스장","화성시","","화성시","","","126.723621072","2020-07-27","공공","경기도","031-369-6273","테니스장(사강리 동네 체육시설)","화성시 송산면 사강리 365-25, 357-4","","N","테니스장","화성시 송산면 사강리 365-25, 357-4","",""
"인천광역시","","N",62,"","재무과","정상운영","자체운영        ","지자체","2017-12-26","서구","실외","37.5450358898","22726","","JTNSaJODyBSn1fNo8OXAAaa4gMhY0aQFpKqICy30CvI=","인천광역시","테니스장","서구","심곡동","서구","22726","032-560-4745","126.6755956655","2020-07-27","공공","인천광역시","032-560-4745","청사2부지 테니스장","인천광역시 서구 서곶로 307 (심곡동)","","N","테니스장","","","N"
"울산광역시","","N",63,"","","정상운영","위탁운영        ","지자체","2016-12-29","북구","","35.62452934780008","44209","","umfjbakf/7g8RKm4GO5N49lp1mbPugBlKZ3Mtq0gPB8=","울산광역시","테니스장","북구","상안동","북구","44209","","129.3448700741807","2020-07-27","공공","울산광역시","","상안테니스장","울산광역시 북구 농서로 9-1 (상안동)","","N","테니스장","울산광역시 북구 상안동  26-2","",""
"충청남도","","N",64,"","체육시설팀","정상운영","자체운영        ","지자체","2016-11-07","서천군","없음","36.02088225108035","33659",104,"PCFIJWX6npesqsKOulokwRojoZUL6EJ7iBYb5G6Y9jY=","충청남도","테니스장","서천군","성주리","서천군","33659","","126.70221612201716","2020-07-27","공공","충청남도","041-950-6859","장항테니스장","충청남도 서천군 장항읍 성주길16번길 10-6","","N","테니스장","","",""
"강원도","","N",65,"20050627","회계과","정상운영","위탁운영        ","지자체","2016-11-07","강릉시","","37.7530044512143","25522",70,"CD+EfMjIxEeCz10LEF5SDAA9UE8oUxTJR93w8C9YY/U=","강원도","테니스장","강릉시","홍제동","강릉시","25522","","128.8751686132694","2016-12-26","공공","강원도","","시청테니스장","강원도 강릉시 강릉대로 33 (홍제동)","20050627","N","테니스장","강원도 강릉시 홍제동  1001 강릉시청","",""
"인천광역시",176,"N",66,"20050205","체육진흥과","정상운영","위탁운영        ","지자체","2016-11-07","","실외","37.4755587406","22829",3297,"v1XoCizaVQQtom8SgVaBk8m2eBEotUUq5oxjCIEXEck=","인천광역시","테니스장","","가좌동","서구","22829","02-1111-1111","126.6772121424","2019-06-25","공공","인천광역시","032-440-4084","가좌테니스장","인천광역시 서구 가좌로11번길 7 (가좌동)","20050205","N","테니스장","",176,"X"
"경기도","","N",67,"","교육체육과","정상운영","자체운영        ","지자체","2016-12-28","광주시","","37.3964921272","12768","","2ZIVEHW6XhUDgIPcBi90XUmIZfgdIudnrrmfMF7nEC0=","경기도","테니스장","광주시","중대동","광주시","12768","","127.2308412776","2020-07-27","공공","경기도","031-760-3722","중대 테니스장","경기도 광주시 순암로 175 (중대동)","","N","테니스장","경기도 광주시 중대동  5-4","",""
"경기도","","N",68,"","교육체육과","정상운영","위탁운영        ","지자체","2016-11-07","광주시","","37.2935667026","12817","","SI+T2Y0ZUbrF0D1Fb/1MLvypmlwDUwx1H/j5SFZHMcM=","경기도","테니스장","광주시","유정리","광주시","12817","","127.3268807234","2020-07-27","공공","경기도","031-760-3722","도척그린공원테니스장","경기도 광주시 도척면 도척로 690","","N","테니스장","경기도 광주시 도척면 유정리 211-5",52,""
"전라남도","","N",69,"20080905","체육시설관리소","정상운영","위탁운영        ","지자체","2016-11-07","순천시","실외","34.9387612291334","57992",0,"NEP+QrkZmPPSOKBkjokKkvFwcYs8pzyA2u/gZ61yIIc=","전라남도","테니스장","순천시","연향동","순천시","57992","","127.5210243980497","2018-04-02","공공","전라남도","061-749-8483","생활체육테니스장","전라남도 순천시 팔마로 333 (연향동)","20080905","N","테니스장","","","N"
"충청남도","","N",70,"","","정상운영","","지자체","2016-12-31","홍성군","","","","","Cn03stDg5o219kw8G0hPVe590iEEXMlTaVXDGFTrvIk=","충청남도","테니스장","홍성군","","홍성군","","","","2020-07-27","공공","충청남도","","광천생활체육공원테니스장","","","N","테니스장","","",""
"울산광역시","","N",71,"","문화체육과","정상운영","위탁운영        ","지자체","2016-12-29","북구","","35.5908549625867","44234","","x994hN/dQF5/8eI6T+JqmoEkozbRjalQHXGOn590Igw=","울산광역시","테니스장","북구","신현동","북구","44234","","129.4192518188952","2020-07-27","공공","울산광역시","","무룡테니스장","울산광역시 북구 구남1길 53-1 (신현동)","","N","테니스장","울산광역시 북구 신현동  산210-4","",""
"강원도","","N",72,"","","정상운영","자체운영        ","지자체","2016-12-29","원주시","","37.2975492625","26362","","wvlAwhkgR4boSxjxbTwSUtvd1G/OM+vakcJMiYIDApU=","강원도","테니스장","원주시","반계리","원주시","26362","","127.8026896647","2020-07-27","공공","강원도","","문막공단테니스장","강원도 원주시 문막읍 문막공단길 42","","N","테니스장","강원도 원주시 문막읍 반계리 5-2","",""
"인천광역시","","N",73,"20130816","체육진흥과 체육시설마케팅팀","정상운영","위탁운영        ","지자체","2016-11-07","","없음","37.4801057828","21447",26723,"TFSwt2K5t/OEdjslcQh7BHoG2d7wMELpSp61VFi8JNc=","인천광역시","테니스장","","십정동","","21447","032-715-6214","126.6915918015","2017-03-24","공공","인천광역시","032-440-4325","열우물테니스,스쿼시경기장","인천광역시 부평구 열우물로 164 (십정동)","20130816","N","테니스장","",5802,""
"강원도","","N",74,"","문화관광체육과","정상운영","자체운영        ","지자체","2016-12-29","영월군","","37.18580622167894","26228","","HgFjzydUN9GDuj1UGpZMWnMPiTaJWe4Lfw2Vaco/sHg=","강원도","테니스장","영월군","영흥리","영월군","26228","","128.47810530351182","2020-02-14","공공","강원도","033-370-2918","금강테니스장","강원도 영월군 영월읍 금강공원길 143","","N","테니스장","강원도 영월군 영월읍 영흥리 80-2","",""
"서울특별시","","N",75,"","","정상운영","","지자체","2016-12-31","노원구","","","","","hV4cl9Wc2spHfhed6GS8x/Zpb+I6Ne2Q4sn0f1kgJeg=","서울특별시","테니스장","노원구","","노원구","","2289-6854","","2020-07-27","공공","서울특별시","02-2289-6854","공릉배수지테니스장","","","N","테니스장","","",""
"제주특별자치도",10,"N",76,"","","정상운영","","지자체","2016-12-31","제주시","","","","","fYVmhF4dZ1qnFDPL+EM8/EGTwDYk6Aq9EGaLbie/dsw=","제주특별자치도","테니스장","제주시","","제주시","","","","2020-07-27","공공","제주특별자치도","","한림테니스장","","","N","테니스장","",50,""
"경상남도","","N",77,"","","정상운영","","지자체","2016-12-31","김해시","","","","","MWn7bbVr59q+aPPpdSWnJMq0IrD+t59ILdbhavBRfZI=","경상남도","테니스장","김해시","","김해시","","","","2020-07-27","공공","경상남도","","한림테니스장","","","N","테니스장","","",""
"경기도","","N",78,"20080514","체육진흥팀","정상운영","위탁운영        ","지자체","2016-11-07","하남시","실외","37.56633904124058","12912",362,"rt/AhRfFCsDwe2iPecyTo4QOEglHYpwT5e4iivaxUmM=","경기도","테니스장","하남시","망월동","하남시","12912","031-790-2000","127.19602205684791","2019-02-14","공공","경기도","031-790-5250","종합운동장테니스장","경기도 하남시 아리수로 600 (망월동)","20080514","N","테니스장","경기도 하남시 망월동  200","","X"
"경상북도",405,"N",79,"","","정상운영","","지자체","2016-12-31","울진군","","","",7582,"p6M1XtpGkdSJxuAeHDKqlURg+wgr6AQ3dkdMMKaLtO8=","경상북도","테니스장","울진군","","울진군","","","","2020-07-27","공공","경상북도","","울진종합운동장테니스장","","","N","테니스장","",405,""
"강원도",100,"N",80,"20080520","관광문화체육과","정상운영","자체운영        ","지자체","2016-12-31","고성군","실외","38.3756625799","24728",83,"i3Be113RS9KNxE9dqNAXfrOLBo8Hw/fwWdpbIT6ET8s=","강원도","테니스장","고성군","상리","고성군","24728","033-680-3714","128.463596819","2018-06-07","공공","강원도","033-6803-714","간성테니스장","강원도 고성군 간성읍 수성로 111","20080520","N","테니스장","강원도 고성군 간성읍 상리 439-1 종합운동장",100,"N"
"경기도","","N",81,"19990101","체육진흥과 \r\n시설관리팀","정상운영","위탁운영        ","지자체","2016-11-07","부천시","실외","37.4695301968","422812","","yIjtY6fTNsR5JGK3m94VjwPoOjnzbEhRLhrDpCSf6kg=","경기도","테니스장","부천시","","부천시","","032-340-5370","126.8041089276","2021-06-21","공공","경기도","032-625-2501","소사1배수지테니스장","경기 부천시 소사본동 297-5","","N","테니스장","경기 부천시 소사본동 297-5","","N"
"부산광역시","","N",82,"19999999","문화관광과","정상운영","위탁운영        ","지자체","2016-12-31","기장군","실외","35.3285372587592","46019",21709,"JrkEfEwG/4xz98RyLVM/vzmF9JduhpZlxqlGIB3ATMw=","부산광역시","테니스장","기장군","방곡리","기장군","46019","051-792-4888","129.183892119287","2022-12-19","공공","부산광역시","051-709-4121","정관체육시설테니스장","부산광역시 기장군 정관읍 정관중앙로 138-11","","N","테니스장","부산광역시 기장군 정관읍 방곡리 442","","Y"
"강원도",900,"N",83,"20011130","","정상운영","자체운영        ","지자체","2016-12-31","","실외","37.8645662956","24327",324,"yX7kzQwkzgor5MJWXdjKo7Rs2mZ8pS+W9dU6qx+qZMQ=","강원도","테니스장","춘천시","석사동","춘천시","24327","033-2504-232","127.755857352","2018-05-25","공공","강원도","","호반테니스장","강원도 춘천시 우석로 102-1 (석사동)","20011130","N","테니스장","강원도 춘천시 석사동 77 호반테니스장",900,"X"
"서울특별시","","N",84,"","","정상운영","위탁운영        ","지자체","2016-11-07","송파구","실외","37.5130012233","138050",7038,"wcIsTVUQ7FwqbfCkH4x6Emur/2Hh1WW/EDmZ6nwRknw=","서울특별시","테니스장","송파구","","송파구","138050","","127.140753096","2020-07-27","공공","서울특별시","","오륜테니스장","방이동 439-8","","N","테니스장","서울 송파구 방이동 439-8","",""
"경기도",500,"N",85,"","","정상운영","","지자체","2016-12-31","고양시","실외","","",144,"fpbPeN+vgbjX2BZzqPT20eSbR1mz5aeAblf2RJbXp/4=","경기도","테니스장","고양시","","고양시","","","","2020-07-27","공공","경기도","","고양시립테니스장","","","N","테니스장","성사동 산 552",500,""
"대구광역시","","N",86,"20110112","문화홍보과","정상운영","위탁운영        ","지자체","2016-11-07","서구","실내외","35.8627924504","41756",1685,"kjlr0N0chs7gTZi2k9AjE5hsY63RKzKmjYgXG6tGgho=","대구광역시","테니스장","서구","중리동","서구","41756","","128.533159492","2021-11-03","공공","대구광역시","053-663-2173","상리테니스장","대구광역시 서구 평리로17길 45 (중리동)","20110112","N","테니스장","","","X"
"경상남도","","N",87,"20150915","체육지원과","정상운영","자체운영        ","지자체","2016-12-31","사천시","없음","35.1122721562","52500","","FL2cR6PJLLKuBkoE5W4o041+kDL0sYV+yimk+5Z7Buc=","경상남도","테니스장","사천시","봉계리","사천시","52500","055-831-2423","127.9417592001","2017-05-26","공공","경상남도","055-831-2421","곤명테니스장","경상남도 사천시 곤명면 원전새길 64","20150915","N","테니스장","","",""
"강원도","","N",88,"20100713","내면사무소","정상운영","자체운영        ","지자체","2016-12-31","홍천군","실외","37.7761833836","25171",55,"PSzVGle35B7peecNaVt6wzBMljdjCn9J3YbCcAJw1E0=","강원도","테니스장","홍천군","창촌리","홍천군","25171","033-430-2453","128.394518846","2017-07-31","공공","강원도","033-430-4505","내면테니스장","강원도 홍천군 내면 대한동길 10-9","20100713","N","테니스장","",50,""
"경기도","","N",89,"","","정상운영","","지자체","2016-12-31","포천시","실외","37.9713220952","487855","","jXSD54DSRAySuX+YmUTqg1R5r1kBH6IATiXkvfn2sHs=","경기도","테니스장","포천시","","포천시","487855","","127.326649082","2020-07-27","공공","경기도","","영북테니스장","일동면 수입리 69-9","","N","테니스장","경기 포천시 일동면 수입리 69-9","",""
"전라북도",282,"N",90,"20071212","체육공원사업소","정상운영","","지자체","2016-12-31","순창군","","","",2998,"n43ndJdUxMMM9zYBo1wEn1GfdKiC7IvZU4Id+873uKs=","전라북도","테니스장","순창군","","순창군","","650-5525","","2016-12-31","공공","전라북도","063-650-5525","공설운동장다목적구장","","20071212","N","테니스장","",300,""
"부산광역시",1988,"N",91,"","체육진흥과","정상운영","","지자체","2016-12-31","동래구","","35.1939388715","","","U94G0bSHOn0Pk4hraWmQgPnHC//1h4LJIBFFgpHPvHA=","부산광역시","테니스장","동래구","","동래구","","051-500-2133","129.064152573","2020-07-27","공공","부산광역시","051-500-2133","사직종합운동장테니스장","","","N","테니스장","사직2동 930",1607,""
"전라남도","","N",92,"20020101","대불산단관리사업소","정상운영","자체운영        ","지자체","2016-12-31","영암군","실외","34.7719053234","58448",2809,"SOZMj5CdE6Di8FOKEYIxgxx0c3mbYSB9QJqqhLhhias=","전라남도","테니스장","영암군","난전리","영암군","58448","061-470-6891","126.4066593541","2022-05-19","공공","전라남도","061-470-6891","마골테니스장","전라남도 영암군 삼호읍 대불로 533-6","20020101","N","테니스장","","","X"
"전라남도",400,"N",93,"","","정상운영","","지자체","2016-12-31","무안군","실외","34.9910060299","534804",5792,"RI3B3cuqZYApcK6BBNtfoGlcAniRM7n1K8weIBRXrak=","전라남도","테니스장","무안군","","무안군","534804","","126.481328232","2020-07-27","공공","전라남도","","무안테니스장","무안읍 성동리 712","","N","테니스장","전남 무안군 무안읍 성동리 712",400,""
