addr_ctpv_nm,nation_yn,faci_daddr,row_num,base_ymd,faci_stat_nm,reg_dt,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,faci_road_daddr,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"경기도","N","601,601-1,601-2,602호 (능곡동)",74,"20221227","정상운영","2023-02-07","없음","37.3694810540559","14999",1951,"601,601-1,601-2,602호 (능곡동)","","골프","시흥시","능곡동","14999","031-317-9682","126.806829415341","2023-02-07","신고","경기도","아리테 카카오 스크린 골프","경기도 시흥시 능곡번영길 33(능곡동)","Y","가상체험 체육시설업","경기도 시흥시 능곡동 900-1"
"경기도","N","스마트허브 N-CITY 145호 (정왕동)",75,"20230126","정상운영","2023-02-07","없음","37.3355156983568","15079",465,"스마트허브 N-CITY 145호 (정왕동)","","골프","시흥시","정왕동","15079","031-319-0722","126.730532334243","2023-02-07","신고","경기도","프렌즈스크린 스마트허브점","경기도 시흥시 공단1대로 263(정왕동)","Y","가상체험 체육시설업","경기도 시흥시 정왕동 1277-6 스마트허브 N-CITY"
"경기도","N","701-1~706-2호 (능곡동)",76,"20230125","정상운영","2023-02-07","없음","37.370218701096","14999",600,"701-1~706-2호 (능곡동)","","골프","시흥시","능곡동","14999","031-316-1666","126.806650618584","2023-02-07","신고","경기도","스마트골프아카데미 시흥능곡점","경기도 시흥시 능곡번영길 30(능곡동)","Y","가상체험 체육시설업","경기도 시흥시 능곡동 898-5"
"경기도","N","",77,"20210928","정상운영","2021-11-16","없음","37.5614426436883","12913",646,"","spIXX4b3lkcny/Hok4quh5BIiyWHC9GcCgDQUN7tfaY=","골프","하남시","망월동","12913","031-793-0223","127.192370418201","2023-02-07","신고","경기도","더스윙블랙 미사점","경기도 하남시 미사강변중앙로158번길 27(망월동)","Y","가상체험 체육시설업","경기도 하남시 망월동 1114 이화미사타워"
"경기도","N","",78,"20221006","정상운영","2023-02-01","없음","37.6413219733231","10092",499,"","wpAO0dhY8VMrpX/8I16WqVUtBa19wKxViGOd1mJI4WQ=","골프","김포시","걸포동","10092","031-983-7942","126.709075673319","2023-02-01","신고","경기도","피닉스골프존파크","경기도 김포시 감암로 113(걸포동)","Y","가상체험 체육시설업","경기도 김포시 걸포동 423-96"
"충청북도","N"," 702, 703-1호 (산남동)",79,"20230106","정상운영","2023-02-03","없음","36.6118999528339","28625",413," 702, 703-1호 (산남동)","lvK4f+4ulRZrdCjyM6Q+s3vIQp2y56QtJxTlfoQaCT0=","골프","청주시","산남동","28625","043-724-1872","127.466949400068","2023-02-03","신고","충청북도","산남골프연습장","충청북도 청주시 서원구 산남로62번길 15(산남동)","Y","가상체험 체육시설업","충청북도 청주시 서원구 산남동 588 두꺼비빌딩"
"경기도","N","",80,"20230210","정상운영","2023-03-01","없음","37.6896574506404","10211",466,"","","골프","고양시","가좌동","10211","","126.724764220981","2023-03-01","신고","경기도","QED골프아카데미","경기도 고양시 일산서구 가좌로 1(가좌동, 네이처)","Y","가상체험 체육시설업","경기도 고양시 일산서구 가좌동 158-2 네이처"
"경기도","N","",81,"20230303","정상운영","2023-03-09","실내","37.0265592531433","18021",456,"","","골프","평택시","해창리","18021","031-610-0077","127.016311064635","2023-03-09","신고","경기도","지디알 골프아카데미 고덕신도시점","경기도 평택시 고덕면 도시지원1길 19","Y","가상체험 체육시설업","경기도 평택시 고덕면 해창리 1277-1"
"강원도","N","",82,"20161231","정상운영","2016-12-31","실외","37.6389162589492","25102",1031267,"","/ZBIZHsn5MQPIXoA4SWr8L+05OR77GjepTdHudhRxJM=","골프장","","팔봉리","25102","033-430-7604","127.674203192045","2023-04-03","등록","강원도","소노펠리체 컨트리클럽 비발디파크 웨스트","강원도 홍천군 서면 한치골길 200","N","골프장업","강원도 홍천군 서면 팔봉리 산125-31"
"대전광역시","N","타워코리아나 주상복합",83,"20210330","정상운영","2021-03-31","없음","0","34121",245,"2층 204호 (도룡동, 타워코리아나 주상복합)","VgnH0Ty8mb7ZWhP4zAblcUdJhP6Z0uKCmvb3BIecr+E=","골프","유성구","","34121","042-864-0199","0","2023-02-14","신고","대전광역시","주식회사 피지에이(PGA)","대전광역시 유성구 대덕대로 594 (도룡동, 타워코리아나 주상복합)","Y","가상체험 체육시설업","대전광역시 유성구 도룡동 385-16 타워코리아나 주상복합"
"대전광역시","N","",84,"20220113","정상운영","2023-02-14","실내","36.330944491084","34524",910,"(용운동)","","골프","동구","","34524","042-272-0720","127.461464165273","2023-02-14","신고","대전광역시","유 스크린골프","대전광역시 동구 용운로147번길 93(용운동)","Y","가상체험 체육시설업","대전광역시 동구 용운동 174-20"
"광주광역시","N","",85,"20230202","정상운영","2023-02-14","없음","0","61047",1186,"(삼각동)","","골프","북구","","61047","062-576-6315","0","2023-02-14","신고","광주광역시","트로피안 골프존","광주광역시 북구 우치로 406(삼각동)","Y","가상체험 체육시설업","광주광역시 북구 삼각동 196"
"강원도","N","",86,"20161231","정상운영","2016-12-31","실외","37.6481872098964","25102",489900,"","xXvIM2JTquBwK1pbhQ+WZFAtHLClg9MdakgD89kgZWk=","골프장","","팔봉리","25102","033-430-7604","127.685864633183","2023-04-03","등록","강원도","소노펠리체 컨트리클럽 비발디파크 마운틴","강원도 홍천군 서면 한치골길 264","N","골프장업","강원도 홍천군 서면 팔봉리 1289 대명비발디파크"
"강원도","N","",87,"20161231","정상운영","2016-12-31","실외","37.8859664636","250865",1346136,"","wCzxGArt3/89KFaLn9LDriogPiR0SNCuz545YI09uHE=","골프장","","","250865","033-430-1000","128.118671779","2023-04-03","등록","강원도","세이지우드 컨트리클럽","홍천군 두촌면 광석로 898-160","N","골프장업","강원 홍천군 두촌면 광석로 898-160"
"강원도","N","",88,"20161231","정상운영","2016-12-31","실외","37.6680133273126","25100",1708920,"","A7R/Hd3z9Y6Gv/XjuawfUwHxTWDxeORLrtsQEm7cJHc=","골프장","","동막리","25100","033-430-1000","127.558898805628","2023-04-03","등록","강원도","샤인데일 골프&리조트","강원도 홍천군 서면 한서로 247-156","N","골프장업","강원도 홍천군 서면 동막리 649"
"강원도","N","",89,"20161231","정상운영","2016-12-31","없음","37.6592541743675","25351",1491721,"","bX/0Ww1hS/sUTzDD3KKN1WCKrAprWVFJc5c19l05UWU=","골프장","","용산리","25351","033-339-0000","128.684010667163","2023-04-10","등록","강원도","알펜시아 컨트리클럽","강원도 평창군 대관령면 솔봉로 325","N","골프장업","강원도 평창군 대관령면 용산리 425 알펜시아 리조트"
"강원도","N","",90,"20161231","정상운영","2016-12-31","없음","37.650944436293","25352",268581,"","CeIvUIuYb/mMzcCCZGEFZZCgVtWI8k7PQxUkZKK5Txc=","골프장","","용산리","25352","033-335-5757","128.705556860648","2023-04-10","등록","강원도","용평리조트 대중골프장","강원도 평창군 대관령면 올림픽로 715","N","골프장업","강원도 평창군 대관령면 용산리 130 용평리조트"
"경기도","N","201~205,224호",91,"20230417","정상운영","2023-04-26","실내","37.2910333582533","16512",350,"201~205,224호","","골프","수원시","하동","16512","031-308-8253","127.066670743351","2023-04-27","신고","경기도","리프라임골프아카데미","경기도 수원시 영통구 광교중앙로248번길 7-2 (하동)","Y","가상체험 체육시설업","경기도 수원시 영통구 하동 989 원희캐슬 광교"
"경기도","N","금정삼성쉐르빌",92,"20161107","정상운영","2016-11-07","실내","37.3744232176","15808",822,"금정삼성쉐르빌 207~209호, 212~215호 (산본동)","it74S6O7H+4HCqkdHAtnhfLHqECttSkjat4ujUHgzuA=","골프","군포시","산본동","15808","031-454-2934","126.9432134856","2023-03-01","신고","경기도","금정스크린골프","경기도 군포시 공단로 356-54, 금정삼성쉐르빌 207~209호, 212~215호 (산본동)","Y","가상체험 체육시설업","경기도 군포시 산본동 1026-10 금정삼성쉐르빌 "
"경기도","N","3층2~7호",93,"20220506","정상운영","2022-07-17","없음","37.6436066755883","10071",1154,"3층2~7호","watJY9ivbwEEpn5VMr2v52rIQzXTPu/w+8Wtg03o8g4=","골프","김포시","구래동","10071","031-983-7500","126.623431880202","2023-03-01","신고","경기도","프렌즈아카데미 김포구래점","경기도 김포시 김포한강9로75번길 38(구래동)","Y","가상체험 체육시설업","경기도 김포시 구래동 6882-8"
"경기도","N","스마트앤타워",94,"20221221","정상운영","2022-12-22","없음","","12804",556,"스마트앤타워","xd3bdmzTQIw0t7M7gtn3R45dbG2Q74DWdkZxejUaYLk=","골프","광주시","곤지암리","12804","","","2023-05-17","신고","경기도","카카오골프 곤지암 중앙점","경기도 광주시 곤지암읍 곤지암로11번길 62, 스마트앤타워","Y","가상체험 체육시설업","경기도 광주시 곤지암읍 곤지암리 446-2 스마트앤타워 "
"강원도","N","1층",95,"20220920","정상운영","2023-03-08","없음","38.107310356833","24526",120,"","","골프","양구군","상리","24526","033-481-7943","127.987241219967","2023-03-08","신고","강원도","에스지스크린골프 양구점","강원도 양구군 양구읍 비봉로 64-4","Y","가상체험 체육시설업","강원도 양구군 양구읍 상리 347"
"부산광역시","N","대명프라자 701,702,703호",96,"20200109","정상운영","2020-01-13","없음","35.092173194622454","46726",473,"대명프라자 701,702,703호","","골프","강서구","명지동","46726","051-293-0753","128.90216598730362","2023-04-04","신고","부산광역시","대명스크린골프","부산광역시 강서구 명지국제8로10번길 12 (명지동)","Y","가상체험 체육시설업","부산광역시 강서구 명지동 3589-8"
"충청남도","N","",97,"20210823","정상운영","2022-09-03","없음","0","31112",1162,"3층 (두정동)","aOLZxg375URffGuBmhT/5hU6iP+18gOiH8SEgttYF9Y=","골프","천안시","","31112","","0","2023-03-15","신고","충청남도","(주)피앤티","충청남도 천안시 서북구 두정공단1길 100(두정동)","Y","가상체험 체육시설업","충청남도 천안시 서북구 두정동 4-6"
"대전광역시","N","리더스타운",98,"20220111","정상운영","2023-03-15","없음","36.3693234858872","35203",384,"리더스타운 1층 B동101호 (만년동)","","골프","서구","","35203","","127.381748783018","2023-03-15","신고","대전광역시","만년SG스크린골프","대전광역시 서구 둔산대로117번길 95(만년동)","Y","가상체험 체육시설업","대전광역시 서구 만년동 306 리더스타운"
"대전광역시","N","띠울타워",99,"20220124","정상운영","2023-03-15","없음","36.3441624093757","35261",911,"띠울타워 2층 (탄방동)","","골프","서구","","35261","042-471-0753","127.382856513488","2023-03-15","신고","대전광역시","(GDR)띠울 아카데미","대전광역시 서구 문정로10번길 40(탄방동)","Y","가상체험 체육시설업","대전광역시 서구 탄방동 629 띠울타워"
"대전광역시","N","",100,"20220203","정상운영","2023-03-15","없음","36.3528905643781","35240",418,"(둔산동)","","골프","서구","","35240","","127.388135047229","2023-03-16","신고","대전광역시","GDR Golf Academy","대전광역시 서구 둔산중로72번길 26(둔산동)","Y","가상체험 체육시설업","대전광역시 서구 둔산동 1475"
"경기도","N","",101,"20230102","정상운영","2023-02-01","없음","36.49787652957536","",492,"1,2층","I9CzTiJgag8i/3oMwQNC8e1Mb+uh/dh4wv1epSA8BLs=","골프","김포시","","10040","031-986-1569","127.26543401552541","2023-02-01","신고","경기도","(주)태영ENC 대곶플렉스점","경기도 김포시 대곶면 대곶로 44, 1,2층","Y","가상체험 체육시설업","경기도 김포시 대곶면 대명리 337-2 "
"대전광역시","N","",102,"20221006","정상운영","2023-03-15","없음","36.3653656102004","35203",493,"3층 (만년동)","","골프","서구","","35203","","127.380567621555","2023-03-15","신고","대전광역시","골프존 파크","대전광역시 서구 만년로68번길 38(만년동)","Y","가상체험 체육시설업","대전광역시 서구 만년동 367"
"부산광역시","N","SJ(세종빌딩)",103,"20230314","정상운영","2023-03-15","실내","0","47905",698,"SJ(세종빌딩) 2~4층 (안락동)","","골프","동래구","","47905","051-528-5898","0","2023-04-01","신고","부산광역시","동래SJ스크린","부산광역시 동래구 연안로64번길 40(안락동)","Y","가상체험 체육시설업","부산광역시 동래구 안락동 168-7 SJ(세종빌딩)"
"경상북도","N","",104,"20221208","정상운영","2023-02-28","실내","","37716",2732,"3,4,5층 (항구동)","","골프","포항시","항구동","37716","054-244-0755","","2023-03-01","신고","경상북도","골프존파크 항구 브라보점","경상북도 포항시 북구 해동로 349, 3,4,5층 (항구동)","Y","가상체험 체육시설업","경상북도 포항시 북구 항구동 97-7 "
"경상북도","N","",105,"20170607","정상운영","2018-04-25","없음","36.122789961","39246",282,"","5maBKB9O/E8KVYtxIzenJiUcf53Tju0MjO+66BiUzgk=","골프","구미시","비산동","39246","054-473-0753","128.3743973792","2023-03-01","신고","경상북도","비산스크린","경상북도 구미시 비산로1길 30-7 (비산동)","Y","가상체험 체육시설업","경상북도 구미시 비산동 441-1"
"경기도","N","",106,"20230131","정상운영","2023-02-07","없음","37.6254940730134","12285",883,"","","골프","남양주시","","12285","031-8049-0753","127.156119003301","2023-02-07","신고","경기도","프렌즈 아카데미&스크린 다산중앙점","경기도 남양주시 다산순환로 351(다산동)","N","가상체험 체육시설업","경기도 남양주시 다산동 6052-1 킹덤부띠크"
