addr_ctpv_nm,nation_yn,faci_daddr,row_num,base_ymd,faci_stat_nm,faci_mng_type_cd,reg_dt,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,faci_road_daddr,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"광주광역시","N","",67,"20220819","정상운영","","2023-01-26","없음","35.1284728373137","61698",362,"","WFcKwv8PNW92z+hQLq7C0MFM2guPc/3aJjIuddk9fDs=","실내","남구","주월동","남구","61698","","126.902892165664","2023-05-10","신고","광주광역시","(주)어반수영장봉선점","광주광역시 남구 봉선로52번길 14(주월동)","N","수영장업","광주광역시 남구 주월동 1135-1"
"세종특별자치시","N","세종국민체육센터",68,"20161107","정상운영","자체운영        ","2016-11-07","실내","36.600988235222026","30026",5038,"세종국민체육센터","QNnZb0xhFUB/KnPlJOv45xlWm+hPUUKY7Dh7DDU9yvI=","수영장","세종시","명리","세종시","30026","NaN","127.30510956618348","2023-03-14","공공","세종특별자치시","세종국민체육센터수영장","세종특별자치시 조치원읍 새내8길 115","N","수영장","세종특별자치시 조치원읍 명리 24-1 세종국민체육센터"
"광주광역시","N","",69,"20111021","정상운영","","2021-03-16","없음","35.1475517828744","61955",245,"","efZp7aWFFJ1p6cnWZUx+8oB7xpsCYCAarx3CNzy+pA0=","실내","서구","치평동","서구","61955","062-610-7000","126.838106380955","2023-02-23","신고","광주광역시","제이에이치관광개발(주)(홀리데인광주호텔)","광주광역시 서구 상무누리로 55 (치평동)","N","수영장업","광주광역시 서구 치평동 573-1 Holiday In Gwangju 호텔"
"인천광역시","N","지하1층~지하2층 (선학동, 뉴서울1차아파트)",70,"20230323","정상운영","","2023-04-13","없음","37.4256131888095","21910",1608,"지하1층~지하2층 (선학동, 뉴서울1차아파트)","","실내","연수구","선학동","","21910","","126.700683721051","2023-04-13","신고","인천광역시","올림피아스포츠","인천광역시 연수구 선학로 101 (선학동, 뉴서울1차아파트)","N","수영장업","인천광역시 연수구 선학동 352 뉴서울1차아파트"
"인천광역시","N","제지하1층 116호 (송도동, 송도아메리칸타운아이파크)",71,"20230216","정상운영","","2023-04-13","실내","37.3854458660839","21982",1161,"제지하1층 116호 (송도동, 송도아메리칸타운아이파크)","","실내","연수구","송도동","","21982","032-813-9007","126.661722845717","2023-04-13","신고","인천광역시","(주)송도아쿠아틱센터","인천광역시 연수구 송도과학로27번길 15 (송도동, 송도아메리칸타운아이파크)","N","수영장업","인천광역시 연수구 송도동 155 송도아메리칸타운아이파크"
"경기도","N","",72,"20200420","정상운영","자체운영        ","2020-05-28","없음","37.430948868945","14922",532,"","hKOAPoF+nfkGeOcttm+JGk8GYS1ICduTOpgqanMt1nE=","실내","시흥시","은행동","시흥시","14922","031-311-7890","126.80072537572","2023-05-09","신고","경기도","노블스위밍랩 by 키즈라이프","경기도 시흥시 은계남길 50 (은행동)","N","수영장업","경기도 시흥시 은행동 671-3 대화기공 주식회사"
"경기도","N","",73,"20151023","정상운영","자체운영        ","2017-07-12","실내","37.3096897493448","16859",612," 지하1층 B02호 ","GfbheY5/jRfhU+CLIHHjDpuMrafvM1GeIXWv76RvI9A=","실내","용인시","상현동","용인시 수지구","16859","031-889-9001","127.077638331773","2023-05-04","신고","경기도","(주)아이풀 수지점","경기도 용인시 수지구 수지로78번길 8 (상현동)","N","수영장업","경기도 용인시 수지구 상현동 99 벽산블루밍아파트"
"경기도","N","",74,"20161231","정상운영","자체운영        ","2016-12-31","실내","","17558",475,"","ZLRo64VGbu7DbCOfg2eLexsWeAKctrrAKpjJ+9+s+w4=","실외","안성시","","안성시","17558","","","2023-03-17","신고","경기도","삼성어린이수영장","경기도 안성시 공도읍 정봉길 109","N","수영장업","경기도 안성시 공도읍 양기리 521-32 "
"경기도","N","",75,"20161231","정상운영","자체운영        ","2016-12-31","실내","","10340",469,"(일산동)","enzDqf3LGD51FQIBuVvXUbecvAxIT7c+GCLfQn9EHjQ=","실내","고양시","","고양시","10340","031-912-8600","","2023-03-14","신고","경기도","일산 산들 수영장","경기도 고양시 일산서구 고양대로 719-7 (일산동)","N","수영장업","경기도 고양시 일산서구 일산동 1681-4 "
"인천광역시","N","505~508호 (중산동)",76,"20220823","정상운영","","2023-03-17","없음","37.4893933687468","22397",252,"505~508호 (중산동)","","실내","중구","중산동","중구","22397","","126.561946414694","2023-03-17","신고","인천광역시","SD수영장","인천광역시 중구 하늘중앙로195번길 21(중산동)","N","수영장업","인천광역시 중구 중산동 1883-10"
"강원도","N","강원도 춘천시 석사동 산 32",77,"20130620","정상운영","위탁운영        ","2016-12-31","실내","37.8626403235","24327",1451,"","idI4UwyStLE10wjRw5ddQPjyGxZQ/tD6hfb2ZNOvk1o=","수영장","춘천시","석사동","춘천시","24327","NaN","127.7566649722","2023-03-10","공공","강원도","국민체육센터수영장","강원도 춘천시 우석로 102-3 (석사동)","N","수영장","강원도 춘천시 석사동 산29-3"
"강원도","N","강원도 속처시 조양동 1082",78,"20141231","정상운영","자체운영        ","2016-12-31","실내","38.18655925274479","24897",2970,"","S7J3TCyJeyYoATj/b1R4Enf8M14POxARVUaJAEdizvA=","수영장","속초시","조양동","속초시","24897","NaN","128.59101189728827","2023-03-10","공공","강원도","속초국민체육센터","강원도 속초시 조양로 89 (조양동)","N","수영장","강원도 속초시 조양동 1083 속초시도서체육센터"
"강원도","N","강원도 고성군 거진읍 송포리 644",79,"20161231","정상운영","자체운영        ","2016-12-31","실외","38.435508950696345","24722",2445,"고성국민체육센터","xwzt1mCYYCt0m7EGzrrB3DSjBqjNs5Uy+l5OxiwthaQ=","수영장","고성군","송포리","고성군","24722","NaN","128.45281599922524","2023-03-10","공공","강원도","국민체육센터(수영장)","강원도 고성군 거진읍 자산천로 236","N","수영장","강원도 고성군 거진읍 송포리 634-1 고성국민체육센터"
"충청북도","N","",80,"20170504","정상운영","위탁운영        ","2017-05-04","실내","36.7255544225","28145",2704,"","QZ0z9/mdce+l6YdTfP4tU9zrpQ7nN30dVXxp4lsxiqg=","수영장","청주시","학평리","청주시 청원구","28145","NaN","127.5402517858","2023-03-15","공공","충청북도","내수국민체육센터","충청북도 청주시 청원구 내수읍 청암로 91-4","N","수영장","충청북도 청주시 청원구 내수읍 학평리 141-28"
"충청북도","N","",81,"20210702","폐업","자체운영        ","2021-07-05","실외","36.9753931558193","27427",883,"","5h6NgoPlZyxmkWZ8KvylA9vdrQKsNE5qxl37aWp47/o=","실외","충주시","봉방동","충주시","27427","043-845-7803","127.924803693839","2023-03-10","신고","충청북도","충주수영장","충청북도 충주시 국원대로 35(봉방동)","N","수영장업","충청북도 충주시 봉방동 11-1"
"경기도","N","지층",82,"20161107","정상운영","자체운영        ","2016-11-07","실내외","37.3568070713","435050",1895,"지층","HInwNJsecf+7fh+RrCT1zziODYOZCy7oN4GdU3tYQLg=","실내","군포시","","군포시","435050","031-398-5600","126.937332119","2023-03-27","신고","경기도","스포츠그린힐 수영장","군포시 산본로276(금정동)","N","수영장업","경기 군포시 산본로 276"
"충청북도","N","",83,"20161231","","","2016-12-31","","36.4330084834","376852",1322,"","cozwpF8C0hpX6JV5kpj0to8XasZQkwzzYI5nSH5vXHA=","실외","보은군","","보은군","376852","043-542-0981","127.859621658","2023-03-27","신고","충청북도","서당골관광농원수영장","보은군 마로면 임곡길 66-80","N","수영장업","충북 보은군 마로면 임곡길 66-80"
"전라남도","N","",84,"20110330","정상운영","자체운영        ","2016-12-31","실내","35.0655111721","58114",7840,"","VEhqmbmHtQ1UclYpa/wF6Sm5a6IT28uAzIM/TJTj304=","수영장","화순군","신기리","화순군","58114","061-379-3954","126.9917557738","2023-05-08","공공","전라남도","군민종합문화센터수영장","전라남도 화순군 화순읍 광덕로 231","N","수영장",""
"경상남도","N","",85,"19999999","정상운영","자체운영        ","2016-12-31","실내","35.2560028903499","51381",11903,"","nde/HHkTLfPqfBfBjnoYPb2GYEWtt4NyoPwC0xmG5bk=","수영장","창원시","도계동","창원시 의창구","51381","055-712-0811","128.633858849556","2023-03-23","공공","경상남도","의창스포츠센터수영장","경상남도 창원시 의창구 원이대로56번길 11(도계동)","N","수영장","경상남도 창원시 의창구 도계동 467 서부스포츠센터"
"경상남도","N","",86,"19999999","정상운영","자체운영        ","2023-03-23","실내","35.176539488547","51754","","","","수영장","창원시","월영동","창원시 마산합포구","51754","055-712-0025","128.567539687121","2023-03-23","공공","경상남도","마산합포스포츠센터수영장","경상남도 창원시 마산합포구 드림베이대로 56(월영동)","N","수영장","경상남도 창원시 마산합포구 월영동 721 마산종합스포츠센터"
"","N","",87,"20160812","정상운영","자체운영        ","2016-12-31","없음","36.825156769","31115",831,"","t3X964pM5EQCuVKqhm9xtv54jXt6rof0JJqrDIY9IDQ=","실내","천안시","신부동","","31115","041-415-0206","127.1552517518","2023-04-15","신고","충청남도","유탑 주식회사(오션수영장)","충청남도 천안시 동남구 단대1로 14 (신부동)","N","수영장업","충청남도 천안시 동남구 신부동 305-6"
"경기도","N","지층",88,"20160817","정상운영","자체운영        ","2016-12-19","실내외","36.9962317231","17895",486,"","upQirjuziUHVCeeoSkpdA/Dg1UzlrlwgBOKdBsVhsRw=","실내","평택시","비전동","평택시","17895","","127.0882267624","2023-05-11","신고","경기도","헬로키즈풀","경기도 평택시 평택1로 48 (비전동)","N","수영장업",""
"전라북도","N","",89,"20161107","정상운영","위탁운영        ","2016-11-07","실내","35.4098041204","55762",1262,"","nLWldfbplPdj2ipV6F2nh7VVq21Z32p38LxKLEZ1dB0=","실내","남원시","","남원시","55762","NaN","127.381579287","2023-03-14","신고","전라북도","남원국민체육센터 수영장","전라북도 남원시 용성로 49 (동충동)","N","수영장업","전라북도 남원시 동충동 171-2 남원교육문화회관"
"제주특별자치도","N","",90,"20150803","정상운영","자체운영        ","2016-12-31","실내외","33.2425614379","697858",1398,"","KbkcgDX+RHfGTjH/DDn6r8qR75PFKP5IrNcLgFhED7M=","실외","서귀포시","","서귀포시","697858","064-731-5500","126.423249353","2023-03-14","신고","제주특별자치도","(주)부영주택 제주부영호텔&리조트","서귀포시 중문관광로222","N","수영장업","제주특별자치도 서귀포시 중문관광로 222"
"","N","",91,"20161231","폐업","","2016-12-31","실내","37.2742694545","","","","Y/68JOjPHMzt8frJ2t2Hd8jzKYOk20+VZn0byeAne2o=","실내","수원시","","","","031-218-0454","127.034605563","2023-04-21","신고","경기도","수원청소년문화센터","경기도 수원시  팔달구 인계동 334-1번지","N","수영장업","경기도 수원시  팔달구 인계동 334-1번지"
"","N","",92,"20021230","정상운영","자체운영        ","2016-12-31","실내","34.7450894602","526896",1509,"","v5++NOY54Zv7PZ+VUPFiLO9g74VdWlBaVinTQ+st1xI=","실내","영암군","","","526896","061-460-4122","126.379694446","2023-04-22","신고","전라남도","현대한마음회관 수영장","영암군 삼호읍 신항로 63-12","N","수영장업",""
"인천광역시","N","",93,"19999999","정상운영","위탁운영        ","2017-07-25","실내","37.5079398418","21338",330,"","clcgQOG/9EbNpx6gRSLFJBcCfihATp/oEr2VJ1HsVKc=","수영장","","갈산동","부평구","21338","032-511-3141","126.7221956149","2023-04-17","공공","인천광역시","여성문화회관 수영장","인천광역시 부평구 길주로 539 (갈산동)","N","수영장",""
"전라남도","N","",94,"20230403","정상운영","","2023-05-14","없음","0","59709",477,"(여서동)","","실내","여수시","","여수시","59709","061-652-0010","0","2023-05-14","신고","전라남도","바른수영","전라남도 여수시 여문1로 43-9 (여서동)","N","수영장업","전라남도 여수시 여서동 229-4"
"울산광역시","N","",95,"20170515","정상운영","자체운영        ","2017-09-07","실내","35.602213857","44238",425,"","/OuuXRYyj3ygF2jtAmKL4+awmtqr0pAjZSnk1zQXbNM=","실내","북구","송정동","북구","44238","052-260-1100","129.3559596073","2023-04-19","신고","울산광역시","코리아 스포츠 그룹","울산광역시 북구 지당1길 29 (송정동)","N","수영장업","울산광역시 북구 송정동 772-1"
"","N","경기도 화성시 우정읍 조암리 393번지 일원",96,"20180511","정상운영","위탁운영        ","2018-11-08","실내","37.0884679253","18563",3448,"경기도 화성시 우정읍 조암리 393번지 일원","T7vd0gdjUAqzYaZ2M1No0EHuemRu/GN93WCY6ooWG1g=","실내","화성시","조암리","","18563","NaN","126.816184019","2023-03-13","신고","경기도","화성남부국민체육센터","경기도 화성시 우정읍 쌍봉로 93","N","수영장업","경기도 화성시 우정읍 조암리 385-9"
"충청북도","N","충북 진천군 교성리 74번지 일원",97,"20131220","정상운영","자체운영        ","2018-04-25","실내","36.8482650136","27841",1300,"충북 진천군 교성리 74번지 일원","NXsVOK0E9s83HHeqpJgHm0VkygSHxDo4sMg2Kj3FL7Y=","수영장","진천군","교성리","진천군","27841","043-539-3801","127.4411062891","2023-05-15","공공","충청북도","진천국민체육센터","충청북도 진천군 진천읍 문화로 69-11","N","수영장","충청북도 진천군 진천읍 교성리 74 진천국민체육센터"
"경상남도","N","",98,"19999999","정상운영","위탁운영        ","2023-01-30","실내","35.3958280602749","50519","","","lEnada+eBWrJ8Ua2lmWCsFvShQ1wTf9zH7/3Iy/GYTY=","수영장","양산시","주진동","양산시","50519","055-392-3403","129.15543600543","2023-02-23","공공","경상남도","(수영장-03) 웅상문화체육센터","경상남도 양산시 모래들길 57-57(주진동)","N","수영장","경상남도 양산시 주진동 72-6"
"경상남도","N","",99,"19999999","정상운영","위탁운영        ","2023-01-30","실내","35.3230083321487","50613","","","6AUjEG1JVljw0Hk5mSh4JVzCXvuSjkOfbbalWuRrsLA=","수영장","양산시","가촌리","양산시","50613","054-392-3403","129.002871218468","2023-02-23","공공","경상남도","(수영장-04) 양산반다비체육센터","경상남도 양산시 물금읍 부산대학로 34","N","수영장","경상남도 양산시 물금읍 가촌리 1312-4 반다비 체육센터"
